x,accuracy_val
-4.0,0.7832512315270936
-3.5,0.7832512315270936
-3.0,0.7832512315270936
-2.5,0.8078817733990148
-2.0,0.8866995073891626
-1.5,0.9113300492610837
-1.0,0.9064039408866995
-0.5,0.9113300492610837
0.0,0.9113300492610837
0.5,0.916256157635468
1.0,0.9064039408866995
1.5,0.9113300492610837
2.0,0.9113300492610837
2.5,0.9113300492610837
3.0,0.9113300492610837
3.5,0.9113300492610837
4.0,0.9113300492610837
